Season,Name,Team,PA,HR,RBI,AVG,SLG,NameASCII,PlayerId,MLBAMID
2023,"Jordan Westburg","BAL",228,3,23,0.259615384,0.403846153,"Jordan Westburg",27815,676059
2017,"Kevin Pillar","TOR",632,16,42,0.255536626,0.40374787,"Kevin Pillar",12434,607680
2022,"Elvis Andrus","- - -",577,17,58,0.24859813,0.403738317,"Elvis Andrus",8709,462101
2018,"Phillip Ervin","CIN",247,7,31,0.252293577,0.403669724,"Phillip Ervin",14738,640447
2023,"Daniel Vogelbach","NYM",319,13,48,0.232727272,0.403636363,"Daniel Vogelbach",14130,596129
2021,"Pavin Smith","ARI",545,11,49,0.267068273,0.403614457,"Pavin Smith",19892,656976
2022,"Lane Thomas","WSN",548,17,52,0.240963855,0.403614457,"Lane Thomas",16939,657041
2016,"Ryan Raburn","COL",256,9,30,0.219730941,0.403587443,"Ryan Raburn",2218,430605
2017,"Brandon Crawford","SFG",570,14,77,0.252895752,0.403474903,"Brandon Crawford",5343,543063
2022,"Amed Rosario","CLE",670,11,71,0.282574568,0.403453689,"Amed Rosario",15518,642708
2022,"Sam Haggerty","SEA",201,5,23,0.255681818,0.40340909,"Sam Haggerty",18054,664059
2023,"Tyler O'Neill","STL",266,9,21,0.231092436,0.403361344,"Tyler O'Neill",15711,641933
2015,"A.J. Ellis","LAD",217,7,21,0.23756906,0.403314917,"A.J. Ellis",5677,454560
2022,"Aledmys Díaz","HOU",327,12,38,0.24262295,0.403278688,"Aledmys Diaz",15937,649557
2019,"Josh Naylor","SDP",279,8,32,0.249011857,0.403162055,"Josh Naylor",18839,647304
2019,"Brandon Belt","SFG",616,17,57,0.233840304,0.403041825,"Brandon Belt",10264,474832
2022,"Cedric Mullins","BAL",672,16,64,0.258223684,0.402960526,"Cedric Mullins",17929,656775
2018,"Jackie Bradley Jr.","BOS",535,13,59,0.234177215,0.402953586,"Jackie Bradley Jr.",12984,598265
2016,"Kurt Suzuki","MIN",373,8,49,0.257971014,0.40289855,"Kurt Suzuki",8259,435559
2015,"Yasmani Grandal","LAD",426,16,47,0.233802816,0.402816901,"Yasmani Grandal",11368,518735
2017,"Xander Bogaerts","BOS",635,10,62,0.273204903,0.402802101,"Xander Bogaerts",12161,593428
2018,"John Hicks","DET",312,9,32,0.260416666,0.402777777,"John Hicks",12547,543308
2018,"Johnny Field","- - -",233,9,21,0.221719457,0.402714932,"Johnny Field",15048,608654
2017,"Tucker Barnhart","CIN",423,7,44,0.27027027,0.402702702,"Tucker Barnhart",10200,571466
2021,"Matt Chapman","OAK",622,27,72,0.209829867,0.402646502,"Matt Chapman",16505,656305
2022,"Mark Canha","NYM",542,13,61,0.266233766,0.402597402,"Mark Canha",11445,592192
2022,"Jesús Sánchez","MIA",343,13,36,0.214057507,0.40255591,"Jesus Sanchez",19913,660821
2017,"Jackie Bradley Jr.","BOS",541,17,63,0.244813278,0.402489626,"Jackie Bradley Jr.",12984,598265
2021,"Hanser Alberto","KCR",255,2,24,0.269709543,0.402489626,"Hanser Alberto",11902,593643
2021,"David Peralta","ARI",538,8,63,0.258726899,0.402464065,"David Peralta",2136,444482
2016,"B.J. Upton","- - -",539,20,61,0.237804878,0.402439024,"B.J. Upton",5015,425834
2017,"John Jaso","PIT",302,10,35,0.2109375,0.40234375,"John Jaso",5887,444379
2015,"Roberto Pérez","CLE",226,7,21,0.228260869,0.402173913,"Roberto Perez",2900,547379
2019,"Ty France","SDP",201,7,24,0.233695652,0.402173913,"Ty France",17982,664034
2020,"Raimel Tapia","COL",206,1,17,0.320652173,0.402173913,"Raimel Tapia",14350,606132
2020,"Corey Dickerson","MIA",210,7,17,0.257731958,0.402061855,"Corey Dickerson",10762,572816
2017,"Tim Anderson","CHW",606,17,56,0.257240204,0.402044293,"Tim Anderson",15172,641313
2020,"Nick Ahmed","ARI",217,5,29,0.266331658,0.40201005,"Nick Ahmed",12147,605113
2022,"Luke Voit","- - -",568,22,69,0.226,0.402,"Luke Voit",14811,572228
2021,"Matt Beaty","LAD",234,7,40,0.269607843,0.401960784,"Matt Beaty",17710,607461
2015,"Brad Miller","SEA",497,11,46,0.257990867,0.401826484,"Brad Miller",12775,543543
2015,"Ketel Marte","SEA",247,2,17,0.283105022,0.401826484,"Ketel Marte",13613,606466
2017,"Jacoby Ellsbury","NYY",409,7,39,0.264044943,0.401685393,"Jacoby Ellsbury",4727,453056
2019,"Brock Holt","BOS",295,3,31,0.297297297,0.401544401,"Brock Holt",9345,571788
2021,"Omar Narváez","MIL",445,11,49,0.265984654,0.401534526,"Omar Narvaez",13338,553882
2015,"Yasmany Tomás","ARI",426,9,48,0.273399014,0.401477832,"Yasmany Tomas",17171,630111
2015,"Francisco Cervelli","PIT",510,7,43,0.294900221,0.401330376,"Francisco Cervelli",5275,465041
2021,"Ehire Adrianza","ATL",209,5,28,0.247252747,0.401098901,"Ehire Adrianza",8418,501303
2017,"Tyler Moore","MIA",203,6,30,0.229946524,0.401069518,"Tyler Moore",7244,489138
2023,"Joey Meneses","WSN",657,13,89,0.274959083,0.400981996,"Joey Meneses",14366,608841
2017,"Cory Spangenberg","SDP",486,13,46,0.263513513,0.4009009,"Cory Spangenberg",12294,605486
2016,"Marwin Gonzalez","HOU",518,13,51,0.254132231,0.400826446,"Marwin Gonzalez",5497,503556
2021,"Lorenzo Cain","MIL",286,8,36,0.256809338,0.40077821,"Lorenzo Cain",9077,456715
2021,"Ryan Jeffers","MIN",293,14,35,0.198501872,0.400749063,"Ryan Jeffers",24618,680777
2022,"Adam Duvall","ATL",315,12,36,0.212543554,0.400696864,"Adam Duvall",10950,594807
2022,"Tommy Edman","STL",630,13,57,0.265164644,0.40034662,"Tommy Edman",19470,669242
2015,"Jed Lowrie","HOU",263,9,30,0.22173913,0.4,"Jed Lowrie",4418,476704
2016,"Matt Szczur","CHC",200,5,24,0.259459459,0.4,"Matt Szczur",11255,519333
2016,"Ryan Rua","TEX",269,8,22,0.258333333,0.4,"Ryan Rua",12409,607387
2018,"Brian Anderson","MIA",670,11,65,0.272881355,0.4,"Brian Anderson",18289,605119
2021,"Josh Harrison","- - -",558,8,60,0.27920792,0.4,"Josh Harrison",8202,543281
2022,"Jorge Soler","MIA",306,13,34,0.207407407,0.4,"Jorge Soler",14221,624585
2023,"Mark Canha","- - -",507,11,62,0.262068965,0.4,"Mark Canha",11445,592192
2023,"Austin Slater","SFG",207,5,20,0.27027027,0.4,"Austin Slater",16153,596103
2018,"Starlin Castro","MIA",647,12,54,0.278246205,0.399662731,"Starlin Castro",4579,516770
2018,"Kyle Seager","SEA",630,22,78,0.221269296,0.399656946,"Kyle Seager",9785,572122
2018,"Yoán Moncada","CHW",650,17,61,0.235294117,0.399653979,"Yoan Moncada",17232,660162
2022,"Steven Kwan","CLE",638,6,52,0.29840142,0.39964476,"Steven Kwan",24610,680757
2022,"Thairo Estrada","SFG",541,14,62,0.260245901,0.399590163,"Thairo Estrada",16426,642731
2022,"Lourdes Gurriel Jr.","TOR",493,5,52,0.291390728,0.399558498,"Lourdes Gurriel Jr.",19238,666971
2018,"Josh Reddick","HOU",487,17,47,0.242494226,0.399538106,"Josh Reddick",3892,502210
2022,"Christian Vázquez","- - -",426,9,52,0.273869346,0.399497487,"Christian Vazquez",9774,543877
2019,"Melky Cabrera","PIT",397,7,47,0.28042328,0.399470899,"Melky Cabrera",4022,466320
2015,"Steven Souza Jr.","TBR",426,16,40,0.225201072,0.399463806,"Steven Souza Jr.",5667,519306
2016,"Gerardo Parra","COL",381,7,39,0.252717391,0.399456521,"Gerardo Parra",8553,467827
2015,"Cory Spangenberg","SDP",345,4,21,0.270627062,0.399339933,"Cory Spangenberg",12294,605486
2015,"Kevin Pillar","TOR",628,12,56,0.278156996,0.399317406,"Kevin Pillar",12434,607680
2015,"Brett Gardner","NYY",656,16,66,0.259194395,0.399299474,"Brett Gardner",9927,458731
2021,"Josh Naylor","CLE",250,7,21,0.253218884,0.39914163,"Josh Naylor",18839,647304
2022,"Andrew Benintendi","- - -",521,5,51,0.303687635,0.399132321,"Andrew Benintendi",17901,643217
2021,"Dom Nuñez","COL",263,10,33,0.188596491,0.399122807,"Dom Nunez",15055,624513
2018,"Jake Marisnick","HOU",235,10,28,0.211267605,0.399061032,"Jake Marisnick",11339,545350
2022,"Gavin Lux","LAD",471,6,42,0.275534441,0.399049881,"Gavin Lux",19955,666158
2017,"Adam Frazier","PIT",454,6,53,0.275862068,0.399014778,"Adam Frazier",15223,624428
2022,"Jonah Heim","TEX",450,16,48,0.226600985,0.399014778,"Jonah Heim",16930,641680
2016,"Freddy Galvis","PHI",624,20,67,0.241438356,0.398972602,"Freddy Galvis",6609,520471
2015,"Jorge Soler","CHC",404,10,47,0.262295081,0.398907103,"Jorge Soler",14221,624585
2016,"Shin-Soo Choo","TEX",210,7,17,0.241573033,0.398876404,"Shin-Soo Choo",3174,425783
2017,"Patrick Kivlehan","CIN",204,9,26,0.207865168,0.398876404,"Patrick Kivlehan",13910,623182
2023,"Carlos Correa","MIN",580,18,65,0.229571984,0.398832684,"Carlos Correa",14162,621043
2017,"Yan Gomes","CLE",383,14,56,0.231671554,0.398826979,"Yan Gomes",9627,543228
2023,"Tommy Edman","STL",528,13,47,0.248434237,0.39874739,"Tommy Edman",19470,669242
2017,"Miguel Cabrera","DET",529,16,60,0.24946695,0.398720682,"Miguel Cabrera",1744,408234
2023,"Nick Senzel","CIN",330,13,42,0.235880398,0.398671096,"Nick Senzel",19293,669222
2022,"Corey Dickerson","STL",297,6,36,0.266903914,0.398576512,"Corey Dickerson",10762,572816
2019,"Yadier Molina","STL",452,10,57,0.269689737,0.398568019,"Yadier Molina",7007,425877
2023,"Andrés Giménez","CLE",616,15,62,0.251346499,0.398563734,"Andres Gimenez",19950,665926
2018,"Miguel Sanó","MIN",299,13,41,0.19924812,0.39849624,"Miguel Sano",12164,593934
2022,"Wil Myers","SDP",286,7,41,0.260536398,0.398467432,"Wil Myers",10047,571976
2021,"Jed Lowrie","OAK",512,14,69,0.245076586,0.398249452,"Jed Lowrie",4418,476704
2021,"Harold Ramírez","CLE",361,7,41,0.268436578,0.398230088,"Harold Ramirez",14387,623912
2019,"Kevin Kiermaier","TBR",480,14,55,0.228187919,0.39821029,"Kevin Kiermaier",11038,595281
2018,"Eric Hosmer","SDP",677,18,69,0.252854812,0.398042414,"Eric Hosmer",3516,543333
2017,"Austin Hedges","SDP",417,18,55,0.214470284,0.397932816,"Austin Hedges",12976,595978
2015,"Mark Reynolds","STL",432,13,48,0.230366492,0.397905759,"Mark Reynolds",7619,448602
2016,"Russell Martin","TOR",535,20,74,0.23076923,0.397802197,"Russell Martin",4616,431145
2023,"Jared Triolo","PIT",209,3,21,0.298342541,0.397790055,"Jared Triolo",25807,669707
2023,"Ha-Seong Kim","SDP",626,17,60,0.260223048,0.397769516,"Ha-Seong Kim",27506,673490
2023,"MJ Melendez","KCR",602,16,56,0.234521575,0.397748592,"MJ Melendez",22197,669004
2015,"Aaron Hicks","MIN",390,11,33,0.255681818,0.397727272,"Aaron Hicks",5297,543305
2017,"Marcus Semien","OAK",386,10,40,0.248538011,0.397660818,"Marcus Semien",12533,543760
2022,"Alec Bohm","PHI",631,13,72,0.279863481,0.397610921,"Alec Bohm",21618,664761
2019,"Miguel Cabrera","DET",549,12,59,0.281947261,0.397565922,"Miguel Cabrera",1744,408234
2018,"Devin Mesoraco","- - -",274,11,33,0.221311475,0.397540983,"Devin Mesoraco",5666,519023
2023,"Andrew McCutchen","PIT",473,12,43,0.256410256,0.397435897,"Andrew McCutchen",9847,457705
2016,"Nick Markakis","ATL",684,13,89,0.268781302,0.397328881,"Nick Markakis",5930,455976
2017,"Yunel Escobar","LAA",381,7,31,0.274285714,0.397142857,"Yunel Escobar",4191,488862
2017,"Mark Trumbo","BAL",603,23,65,0.234347048,0.397137745,"Mark Trumbo",6876,444432
2017,"Rougned Odor","TEX",651,30,75,0.20428336,0.397034596,"Rougned Odor",12282,596059
2023,"Travis d'Arnaud","ATL",292,11,39,0.224719101,0.397003745,"Travis d'Arnaud",7739,518595
2019,"Ender Inciarte","ATL",230,5,24,0.246231155,0.396984924,"Ender Inciarte",4922,542255
2016,"Coco Crisp","- - -",498,13,55,0.230941704,0.396860986,"Coco Crisp",1572,424825
2021,"Brent Rooker","MIN",213,9,16,0.201058201,0.396825396,"Brent Rooker",19627,667670
2022,"Franchy Cordero","BOS",275,8,29,0.219008264,0.396694214,"Franchy Cordero",14567,614173
2015,"Jedd Gyorko","SDP",458,16,57,0.247030878,0.396674584,"Jedd Gyorko",10816,576397
2016,"James Loney","NYM",366,9,34,0.265306122,0.396501457,"James Loney",4556,425766
2016,"Chase Utley","LAD",565,14,52,0.251953125,0.396484375,"Chase Utley",1679,400284
2019,"Adam Haseley","PHI",242,5,26,0.265765765,0.396396396,"Adam Haseley",19878,656514
2019,"Alex Gordon","KCR",633,13,76,0.26618705,0.395683453,"Alex Gordon",5209,460086
2021,"Andrew Vaughn","CHW",469,15,48,0.23501199,0.395683453,"Andrew Vaughn",26197,683734
2023,"Adam Frazier","BAL",455,13,60,0.240291262,0.395631067,"Adam Frazier",15223,624428
2018,"Jason Heyward","CHC",489,8,57,0.270454545,0.395454545,"Jason Heyward",4940,518792
2018,"Manny Piña","MIL",337,9,28,0.251633986,0.395424836,"Manny Pina",2829,444489
2018,"Dansby Swanson","ATL",533,14,59,0.238493723,0.395397489,"Dansby Swanson",18314,621020
2017,"Daniel Descalso","ARI",398,10,51,0.232558139,0.395348837,"Daniel Descalso",8392,518614
2015,"Cody Asche","PHI",456,12,39,0.244705882,0.395294117,"Cody Asche",11997,605125
2016,"Tony Wolters","COL",230,3,30,0.258536585,0.395121951,"Tony Wolters",11470,547172
2018,"Hunter Dozier","KCR",388,11,34,0.229281767,0.395027624,"Hunter Dozier",15117,641531
2021,"Eric Hosmer","SDP",565,12,65,0.269155206,0.394891944,"Eric Hosmer",3516,543333
2019,"Neil Walker","MIA",381,8,38,0.261127596,0.394658753,"Neil Walker",7539,435522
2017,"Ketel Marte","ARI",255,5,18,0.260089686,0.394618834,"Ketel Marte",13613,606466
2021,"Whit Merrifield","KCR",720,10,74,0.277108433,0.394578313,"Whit Merrifield",11281,593160
2022,"Tim Anderson","CHW",351,6,25,0.301204819,0.394578313,"Tim Anderson",15172,641313
2015,"Brandon Phillips","CIN",623,12,70,0.294217687,0.394557823,"Brandon Phillips",791,408252
2015,"Carlos Santana","CLE",666,19,85,0.23090909,0.394545454,"Carlos Santana",2396,467793
2015,"Elian Herrera","MIL",277,7,33,0.2421875,0.39453125,"Elian Herrera",5432,467070
2022,"Wilmer Flores","SFG",602,19,71,0.228571428,0.394285714,"Wilmer Flores",5827,527038
2015,"Melky Cabrera","CHW",683,12,77,0.27344992,0.394276629,"Melky Cabrera",4022,466320
2021,"Hunter Dozier","KCR",543,16,54,0.215605749,0.394250513,"Hunter Dozier",15117,641531
2015,"Martín Prado","MIA",551,9,63,0.288,0.394,"Martin Prado",3312,445988
2023,"Robbie Grossman","TEX",420,10,49,0.237960339,0.393767705,"Robbie Grossman",5254,543257
2015,"Caleb Joseph","BAL",355,11,49,0.234375,0.39375,"Caleb Joseph",7087,543376
2018,"Max Stassi","HOU",250,8,27,0.226244343,0.393665158,"Max Stassi",10059,545358
2018,"Brandon Crawford","SFG",594,14,54,0.254237288,0.393596986,"Brandon Crawford",5343,543063
2023,"Blake Sabol","SFG",344,13,44,0.23548387,0.393548387,"Blake Sabol",25805,666165
2022,"MJ Melendez","KCR",534,18,62,0.217391304,0.39347826,"MJ Melendez",22197,669004
2019,"Elvis Andrus","TEX",648,12,72,0.275,0.393333333,"Elvis Andrus",8709,462101
2018,"Jeimer Candelario","DET",619,19,54,0.224489795,0.393320964,"Jeimer Candelario",13621,600869
2016,"César Hernández","PHI",622,6,39,0.294332723,0.393053016,"Cesar Hernandez",10556,514917
2017,"Jayson Werth","WSN",289,10,29,0.226190476,0.392857142,"Jayson Werth",1327,150029
2017,"Norichika Aoki","- - -",374,5,35,0.276785714,0.392857142,"Norichika Aoki",13075,493114
2022,"Javier Báez","DET",590,17,67,0.237837837,0.392792792,"Javier Baez",12979,595879
2020,"Hanser Alberto","BAL",231,3,22,0.283105022,0.392694063,"Hanser Alberto",11902,593643
2019,"Kevan Smith","LAA",211,5,20,0.2513089,0.392670157,"Kevan Smith",12284,607345
2020,"Kyle Schwarber","CHC",224,11,24,0.188481675,0.392670157,"Kyle Schwarber",16478,656941
2015,"Blake Swihart","BOS",309,5,31,0.274305555,0.392361111,"Blake Swihart",13176,596119
2016,"Jett Bandy","LAA",231,8,25,0.23444976,0.392344497,"Jett Bandy",12508,542908
2022,"Ildemaro Vargas","- - -",222,4,23,0.263157894,0.392344497,"Ildemaro Vargas",13324,545121
2015,"Billy Burns","OAK",555,5,42,0.294230769,0.392307692,"Billy Burns",12701,542993
2016,"Whit Merrifield","KCR",332,2,29,0.282958199,0.392282958,"Whit Merrifield",11281,593160
2022,"Tyler O'Neill","STL",383,14,58,0.22754491,0.392215568,"Tyler O'Neill",15711,641933
2018,"Tony Kemp","HOU",295,6,30,0.262745098,0.392156862,"Tony Kemp",14894,643393
2023,"Mike Moustakas","- - -",386,12,48,0.24715909,0.392045454,"Mike Moustakas",4892,519058
2021,"Miguel Rojas","MIA",539,9,48,0.264646464,0.391919191,"Miguel Rojas",7802,500743
2017,"Kole Calhoun","LAA",654,19,71,0.244288224,0.391915641,"Kole Calhoun",11200,594777
2019,"Matt Carpenter","STL",492,15,46,0.225961538,0.391826923,"Matt Carpenter",8090,572761
2022,"Mike Yastrzemski","SFG",558,17,57,0.214432989,0.391752577,"Mike Yastrzemski",14854,573262
2022,"Nick Fortes","MIA",240,9,24,0.230414746,0.391705069,"Nick Fortes",21538,663743
2017,"Dustin Pedroia","BOS",463,7,62,0.293103448,0.391625615,"Dustin Pedroia",8370,456030
2017,"Aledmys Díaz","STL",301,7,20,0.258741258,0.391608391,"Aledmys Diaz",15937,649557
2016,"Kelly Johnson","- - -",333,10,34,0.246710526,0.391447368,"Kelly Johnson",2234,430637
2016,"Justin Smoak","TOR",341,14,34,0.217391304,0.391304347,"Justin Smoak",9054,475253
2018,"Gorkys Hernández","SFG",451,15,40,0.234299516,0.391304347,"Gorkys Hernandez",4146,491676
2021,"José Iglesias","- - -",511,9,48,0.271221532,0.391304347,"Jose Iglesias",10231,578428
2022,"Jurickson Profar","SDP",658,15,58,0.24347826,0.391304347,"Jurickson Profar",10815,595777
2023,"Eugenio Suárez","SEA",694,22,96,0.232441471,0.391304347,"Eugenio Suarez",12552,553993
2015,"Yan Gomes","CLE",389,12,45,0.231404958,0.391184573,"Yan Gomes",9627,543228
2022,"Trey Mancini","- - -",587,18,63,0.238921001,0.391136801,"Trey Mancini",15149,641820
2020,"Victor Reyes","DET",213,4,14,0.277227722,0.391089108,"Victor Reyes",15487,622682
2023,"Donovan Solano","MIN",450,5,38,0.281725888,0.390862944,"Donovan Solano",8623,456781
2015,"Jonathan Lucroy","MIL",415,7,43,0.264150943,0.390835579,"Jonathan Lucroy",7870,518960
2016,"Yunel Escobar","LAA",567,5,39,0.303675048,0.390715667,"Yunel Escobar",4191,488862
2019,"Addison Russell","CHC",241,9,23,0.237209302,0.390697674,"Addison Russell",14106,608365
2018,"Brian Dozier","- - -",632,21,72,0.215189873,0.390596745,"Brian Dozier",9810,572821
2022,"Josh Rojas","ARI",510,9,56,0.268623024,0.390519187,"Josh Rojas",19734,668942
2019,"Gerardo Parra","- - -",301,9,48,0.233576642,0.390510948,"Gerardo Parra",8553,467827
2015,"Michael Cuddyer","NYM",408,10,41,0.258575197,0.390501319,"Michael Cuddyer",1534,150212
2017,"Gregory Polanco","PIT",411,11,35,0.25065963,0.390501319,"Gregory Polanco",12907,570256
2023,"Alec Burleson","STL",347,8,36,0.244444444,0.39047619,"Alec Burleson",27615,676475
2021,"Paul DeJong","STL",402,19,45,0.196629213,0.390449438,"Paul DeJong",18015,657557
2023,"DJ LeMahieu","NYY",562,15,44,0.243460764,0.390342052,"DJ LeMahieu",9874,518934
2015,"Billy Butler","OAK",601,15,65,0.250929368,0.390334572,"Billy Butler",7399,456714
2018,"Willson Contreras","CHC",544,10,54,0.248945147,0.390295358,"Willson Contreras",11609,575929
2022,"Jake Cronenworth","SDP",684,17,88,0.238500851,0.39011925,"Jake Cronenworth",18036,630105
2015,"Josh Harrison","PIT",449,4,28,0.287081339,0.389952153,"Josh Harrison",8202,543281
2021,"Colin Moran","PIT",359,10,50,0.257861635,0.389937106,"Colin Moran",16909,592567
2019,"Mike Freeman","CLE",213,4,24,0.276836158,0.389830508,"Mike Freeman",11241,502273
2018,"Todd Frazier","NYM",472,18,59,0.213235294,0.389705882,"Todd Frazier",785,453943
2015,"Addison Russell","CHC",523,13,54,0.242105263,0.389473684,"Addison Russell",14106,608365
2020,"J.D. Davis","NYM",229,6,19,0.247368421,0.389473684,"J.D. Davis",16219,605204
2022,"Nick Castellanos","PHI",558,13,62,0.263358778,0.389312977,"Nick Castellanos",11737,592206
2020,"Max Muncy","LAD",248,12,27,0.192118226,0.389162561,"Max Muncy",13301,571970
2016,"Jon Jay","SDP",373,2,26,0.291066282,0.389048991,"Jon Jay",5227,445055
2022,"Michael Chavis","PIT",426,14,49,0.229426433,0.389027431,"Michael Chavis",17321,656308
2023,"Daulton Varsho","TOR",581,20,61,0.220113851,0.388994307,"Daulton Varsho",19918,662139
2017,"Jason Heyward","CHC",481,11,59,0.259259259,0.388888888,"Jason Heyward",4940,518792
2018,"José Iglesias","DET",464,5,48,0.268518518,0.388888888,"Jose Iglesias",10231,578428
2021,"Edmundo Sosa","STL",326,6,27,0.270833333,0.388888888,"Edmundo Sosa",17022,624641
2022,"Cody Bellinger","LAD",550,19,68,0.21031746,0.388888888,"Cody Bellinger",15998,641355
2016,"Peter Bourjos","PHI",383,5,23,0.250704225,0.388732394,"Peter Bourjos",2578,488721
2018,"Jason Kipnis","CLE",601,18,75,0.230188679,0.388679245,"Jason Kipnis",9776,543401
2016,"Joe Mauer","MIN",576,11,49,0.261133603,0.388663967,"Joe Mauer",1857,408045
2019,"Dylan Moore","SEA",282,9,28,0.206477732,0.388663967,"Dylan Moore",18042,664238
2022,"Kyle Higashioka","NYY",248,10,31,0.227074235,0.388646288,"Kyle Higashioka",5517,543309
2020,"J.D. Martinez","BOS",237,7,27,0.213270142,0.388625592,"J.D. Martinez",6184,502110
2021,"Kyle Higashioka","NYY",211,10,29,0.18134715,0.388601036,"Kyle Higashioka",5517,543309
2022,"AJ Pollock","CHW",527,14,56,0.245398773,0.388548057,"AJ Pollock",9256,572041
2019,"Yan Gomes","WSN",358,12,43,0.222929936,0.388535031,"Yan Gomes",9627,543228
2019,"Jesús Aguilar","- - -",369,12,50,0.235668789,0.388535031,"Jesus Aguilar",11342,542583
2016,"Norichika Aoki","SEA",467,4,28,0.282973621,0.388489208,"Norichika Aoki",13075,493114
2023,"Matt Vierling","DET",530,10,44,0.260960334,0.388308977,"Matt Vierling",21558,663837
